fixture,league,teams,goals,score
"{'id': 838166, 'referee': 'Marcelo de Lima Henrique', 'timezone': 'UTC', 'date': '2022-07-20T23:30:00+00:00', 'timestamp': 1658359800, 'periods': {'first': 1658359800, 'second': 1658363400}, 'venue': {'id': 244, 'name': 'Estádio José Pinheiro Borda', 'city': 'Porto Alegre, Rio Grande do Sul'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 18'}","{'home': {'id': 119, 'name': 'Internacional', 'logo': 'https://media.api-sports.io/football/teams/119.png', 'winner': None}, 'away': {'id': 126, 'name': 'Sao Paulo', 'logo': 'https://media.api-sports.io/football/teams/126.png', 'winner': None}}","{'home': 3, 'away': 3}","{'halftime': {'home': 3, 'away': 2}, 'fulltime': {'home': 3, 'away': 3}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838167, 'referee': 'Caio Max Augusto Vieira', 'timezone': 'UTC', 'date': '2022-07-20T00:30:00+00:00', 'timestamp': 1658277000, 'periods': {'first': 1658277000, 'second': 1658280600}, 'venue': {'id': 225, 'name': 'Estádio Governador Plácido Aderaldo Castelo', 'city': 'Fortaleza, Ceará'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 18'}","{'home': {'id': 129, 'name': 'Ceara', 'logo': 'https://media.api-sports.io/football/teams/129.png', 'winner': True}, 'away': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838168, 'referee': 'Paulo Roberto Alves Júnior', 'timezone': 'UTC', 'date': '2022-07-20T22:00:00+00:00', 'timestamp': 1658354400, 'periods': {'first': 1658354400, 'second': 1658358000}, 'venue': {'id': 240, 'name': 'Estádio de Hailé Pinheiro', 'city': 'Goiânia, Goiás'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 18'}","{'home': {'id': 151, 'name': 'Goias', 'logo': 'https://media.api-sports.io/football/teams/151.png', 'winner': False}, 'away': {'id': 124, 'name': 'Fluminense', 'logo': 'https://media.api-sports.io/football/teams/124.png', 'winner': True}}","{'home': 2, 'away': 3}","{'halftime': {'home': 1, 'away': 1}, 'fulltime': {'home': 2, 'away': 3}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838169, 'referee': 'Jean Pierre Goncalves Lima', 'timezone': 'UTC', 'date': '2022-07-21T22:00:00+00:00', 'timestamp': 1658440800, 'periods': {'first': 1658440800, 'second': 1658444400}, 'venue': {'id': 235, 'name': 'Arena Pantanal', 'city': 'Cuiabá, Mato Grosso'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 18'}","{'home': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png', 'winner': None}, 'away': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png', 'winner': None}}","{'home': 1, 'away': 1}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838170, 'referee': 'Bruno Arleu de Araujo', 'timezone': 'UTC', 'date': '2022-07-20T22:30:00+00:00', 'timestamp': 1658356200, 'periods': {'first': 1658356200, 'second': 1658359800}, 'venue': {'id': 10493, 'name': 'Arena da Baixada', 'city': 'Curitiba, Paraná'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 18'}","{'home': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png', 'winner': True}, 'away': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png', 'winner': False}}","{'home': 4, 'away': 1}","{'halftime': {'home': 2, 'away': 0}, 'fulltime': {'home': 4, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838171, 'referee': 'Ramon Abatti', 'timezone': 'UTC', 'date': '2022-07-24T21:00:00+00:00', 'timestamp': 1658696400, 'periods': {'first': 1658696400, 'second': 1658700000}, 'venue': {'id': 234, 'name': 'Estádio Governador Magalhães Pinto', 'city': 'Belo Horizonte, Minas Gerais'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png', 'winner': False}, 'away': {'id': 131, 'name': 'Corinthians', 'logo': 'https://media.api-sports.io/football/teams/131.png', 'winner': True}}","{'home': 1, 'away': 2}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 1, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838172, 'referee': 'André Castro', 'timezone': 'UTC', 'date': '2022-07-24T19:00:00+00:00', 'timestamp': 1658689200, 'periods': {'first': 1658689200, 'second': 1658692800}, 'venue': {'id': 5650, 'name': 'Estádio Municipal General Raulino de Oliveira', 'city': 'Volta Redonda, Rio de Janeiro'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 124, 'name': 'Fluminense', 'logo': 'https://media.api-sports.io/football/teams/124.png', 'winner': True}, 'away': {'id': 794, 'name': 'RB Bragantino', 'logo': 'https://media.api-sports.io/football/teams/794.png', 'winner': False}}","{'home': 2, 'away': 1}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 2, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838173, 'referee': 'Caio Max Augusto Vieira', 'timezone': 'UTC', 'date': '2022-07-23T22:00:00+00:00', 'timestamp': 1658613600, 'periods': {'first': 1658613600, 'second': 1658617200}, 'venue': {'id': None, 'name': 'Estádio Cícero Pompeu de Toledo', 'city': 'São Paulo, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 126, 'name': 'Sao Paulo', 'logo': 'https://media.api-sports.io/football/teams/126.png', 'winner': None}, 'away': {'id': 151, 'name': 'Goias', 'logo': 'https://media.api-sports.io/football/teams/151.png', 'winner': None}}","{'home': 3, 'away': 3}","{'halftime': {'home': 2, 'away': 2}, 'fulltime': {'home': 3, 'away': 3}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838174, 'referee': 'Bruno Arleu de Araujo', 'timezone': 'UTC', 'date': '2022-07-24T19:00:00+00:00', 'timestamp': 1658689200, 'periods': {'first': 1658689200, 'second': 1658692800}, 'venue': {'id': 258, 'name': 'Allianz Parque', 'city': 'São Paulo, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 121, 'name': 'Palmeiras', 'logo': 'https://media.api-sports.io/football/teams/121.png', 'winner': True}, 'away': {'id': 119, 'name': 'Internacional', 'logo': 'https://media.api-sports.io/football/teams/119.png', 'winner': False}}","{'home': 2, 'away': 1}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 2, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838175, 'referee': 'Anderson Daronco', 'timezone': 'UTC', 'date': '2022-07-24T00:00:00+00:00', 'timestamp': 1658620800, 'periods': {'first': 1658620800, 'second': 1658624400}, 'venue': {'id': 218, 'name': 'Estádio Nilton Santos', 'city': 'Rio de Janeiro'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png', 'winner': True}, 'away': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png', 'winner': False}}","{'home': 2, 'away': 0}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 2, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838176, 'referee': 'Felipe Fernandes de Lima', 'timezone': 'UTC', 'date': '2022-07-24T19:00:00+00:00', 'timestamp': 1658689200, 'periods': {'first': 1658689200, 'second': 1658692800}, 'venue': {'id': 248, 'name': 'Estádio Alfredo Jaconi', 'city': 'Caxias do Sul, Rio Grande do Sul'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 152, 'name': 'Juventude', 'logo': 'https://media.api-sports.io/football/teams/152.png', 'winner': True}, 'away': {'id': 129, 'name': 'Ceara', 'logo': 'https://media.api-sports.io/football/teams/129.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838177, 'referee': 'Wilton Pereira Sampaio', 'timezone': 'UTC', 'date': '2022-07-24T22:00:00+00:00', 'timestamp': 1658700000, 'periods': {'first': 1658700000, 'second': 1658703600}, 'venue': {'id': 225, 'name': 'Estádio Governador Plácido Aderaldo Castelo', 'city': 'Fortaleza, Ceará'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 154, 'name': 'Fortaleza EC', 'logo': 'https://media.api-sports.io/football/teams/154.png', 'winner': None}, 'away': {'id': 128, 'name': 'Santos', 'logo': 'https://media.api-sports.io/football/teams/128.png', 'winner': None}}","{'home': 0, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 0, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838178, 'referee': 'Jean Pierre Goncalves Lima', 'timezone': 'UTC', 'date': '2022-07-24T21:00:00+00:00', 'timestamp': 1658696400, 'periods': {'first': 1658696400, 'second': 1658700000}, 'venue': {'id': 211, 'name': 'Estádio Antônio Accioly', 'city': 'Goiânia, Goiás'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png', 'winner': False}, 'away': {'id': 125, 'name': 'America Mineiro', 'logo': 'https://media.api-sports.io/football/teams/125.png', 'winner': True}}","{'home': 0, 'away': 1}","{'halftime': {'home': 0, 'away': 1}, 'fulltime': {'home': 0, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838179, 'referee': 'Raphael Claus', 'timezone': 'UTC', 'date': '2022-07-24T14:00:00+00:00', 'timestamp': 1658671200, 'periods': {'first': 1658671200, 'second': 1658674800}, 'venue': {'id': 214, 'name': 'Estádio Aderbal Ramos da Silva', 'city': 'Florianópolis, Santa Catarina'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png', 'winner': False}, 'away': {'id': 127, 'name': 'Flamengo', 'logo': 'https://media.api-sports.io/football/teams/127.png', 'winner': True}}","{'home': 1, 'away': 2}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838180, 'referee': 'Braulio da Silva Machado', 'timezone': 'UTC', 'date': '2022-07-25T23:00:00+00:00', 'timestamp': 1658790000, 'periods': {'first': 1658790000, 'second': 1658793600}, 'venue': {'id': 230, 'name': 'Estádio Major Antônio Couto Pereira', 'city': 'Curitiba, Paraná'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 19'}","{'home': {'id': 147, 'name': 'Coritiba', 'logo': 'https://media.api-sports.io/football/teams/147.png', 'winner': True}, 'away': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838181, 'referee': 'Vinicius Gonçalves Dias Araujo', 'timezone': 'UTC', 'date': '2022-07-31T21:00:00+00:00', 'timestamp': 1659301200, 'periods': {'first': 1659301200, 'second': 1659304800}, 'venue': {'id': 206, 'name': 'Estádio Raimundo Sampaio', 'city': 'Belo Horizonte, Minas Gerais'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 125, 'name': 'America Mineiro', 'logo': 'https://media.api-sports.io/football/teams/125.png', 'winner': True}, 'away': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png', 'winner': False}}","{'home': 3, 'away': 1}","{'halftime': {'home': 1, 'away': 1}, 'fulltime': {'home': 3, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838182, 'referee': 'Caio Max Augusto Vieira', 'timezone': 'UTC', 'date': '2022-07-30T23:30:00+00:00', 'timestamp': 1659223800, 'periods': {'first': 1659223800, 'second': 1659227400}, 'venue': {'id': None, 'name': 'Estadio Jornalista Mário Filho', 'city': 'Rio de Janeiro, Rio de Janeiro'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 127, 'name': 'Flamengo', 'logo': 'https://media.api-sports.io/football/teams/127.png', 'winner': True}, 'away': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png', 'winner': False}}","{'home': 4, 'away': 1}","{'halftime': {'home': 4, 'away': 0}, 'fulltime': {'home': 4, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838183, 'referee': 'Bruno Arleu de Araujo', 'timezone': 'UTC', 'date': '2022-07-31T22:00:00+00:00', 'timestamp': 1659304800, 'periods': {'first': 1659304800, 'second': 1659308400}, 'venue': {'id': 220, 'name': 'Estádio Nabi Abi Chedid', 'city': 'Bragança Paulista, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 794, 'name': 'RB Bragantino', 'logo': 'https://media.api-sports.io/football/teams/794.png', 'winner': True}, 'away': {'id': 152, 'name': 'Juventude', 'logo': 'https://media.api-sports.io/football/teams/152.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838184, 'referee': 'Jean Pierre Goncalves Lima', 'timezone': 'UTC', 'date': '2022-07-30T22:00:00+00:00', 'timestamp': 1659218400, 'periods': {'first': 1659218400, 'second': 1659222000}, 'venue': {'id': 11531, 'name': 'Neo Química Arena', 'city': 'São Paulo, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 131, 'name': 'Corinthians', 'logo': 'https://media.api-sports.io/football/teams/131.png', 'winner': True}, 'away': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838185, 'referee': 'Braulio da Silva Machado', 'timezone': 'UTC', 'date': '2022-08-01T23:00:00+00:00', 'timestamp': 1659394800, 'periods': {'first': 1659394800, 'second': 1659398400}, 'venue': {'id': 10494, 'name': 'Estádio Urbano Caldeira', 'city': 'Santos, São Paulo'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 128, 'name': 'Santos', 'logo': 'https://media.api-sports.io/football/teams/128.png', 'winner': None}, 'away': {'id': 124, 'name': 'Fluminense', 'logo': 'https://media.api-sports.io/football/teams/124.png', 'winner': None}}","{'home': 2, 'away': 2}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 2, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838186, 'referee': 'Flavio Rodrigues De Souza', 'timezone': 'UTC', 'date': '2022-07-31T19:00:00+00:00', 'timestamp': 1659294000, 'periods': {'first': 1659294000, 'second': 1659297600}, 'venue': {'id': 244, 'name': 'Estádio José Pinheiro Borda', 'city': 'Porto Alegre, Rio Grande do Sul'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 119, 'name': 'Internacional', 'logo': 'https://media.api-sports.io/football/teams/119.png', 'winner': True}, 'away': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png', 'winner': False}}","{'home': 3, 'away': 0}","{'halftime': {'home': 3, 'away': 0}, 'fulltime': {'home': 3, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838187, 'referee': 'Anderson Daronco', 'timezone': 'UTC', 'date': '2022-07-30T19:30:00+00:00', 'timestamp': 1659209400, 'periods': {'first': 1659209400, 'second': 1659213000}, 'venue': {'id': 225, 'name': 'Estádio Governador Plácido Aderaldo Castelo', 'city': 'Fortaleza, Ceará'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 129, 'name': 'Ceara', 'logo': 'https://media.api-sports.io/football/teams/129.png', 'winner': False}, 'away': {'id': 121, 'name': 'Palmeiras', 'logo': 'https://media.api-sports.io/football/teams/121.png', 'winner': True}}","{'home': 1, 'away': 2}","{'halftime': {'home': 0, 'away': 2}, 'fulltime': {'home': 1, 'away': 2}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838188, 'referee': 'Wagner do Nascimento Magalhaes', 'timezone': 'UTC', 'date': '2022-07-30T19:30:00+00:00', 'timestamp': 1659209400, 'periods': {'first': 1659209400, 'second': 1659213000}, 'venue': {'id': 240, 'name': 'Estádio de Hailé Pinheiro', 'city': 'Goiânia, Goiás'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 151, 'name': 'Goias', 'logo': 'https://media.api-sports.io/football/teams/151.png', 'winner': True}, 'away': {'id': 147, 'name': 'Coritiba', 'logo': 'https://media.api-sports.io/football/teams/147.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838189, 'referee': 'Paulo Cesar Zanovelli', 'timezone': 'UTC', 'date': '2022-07-31T21:00:00+00:00', 'timestamp': 1659301200, 'periods': {'first': 1659301200, 'second': 1659304800}, 'venue': {'id': 235, 'name': 'Arena Pantanal', 'city': 'Cuiabá, Mato Grosso'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png', 'winner': False}, 'away': {'id': 154, 'name': 'Fortaleza EC', 'logo': 'https://media.api-sports.io/football/teams/154.png', 'winner': True}}","{'home': 0, 'away': 1}","{'halftime': {'home': 0, 'away': 1}, 'fulltime': {'home': 0, 'away': 1}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838190, 'referee': 'Marcelo de Lima Henrique', 'timezone': 'UTC', 'date': '2022-07-31T19:00:00+00:00', 'timestamp': 1659294000, 'periods': {'first': 1659294000, 'second': 1659297600}, 'venue': {'id': 10493, 'name': 'Arena da Baixada', 'city': 'Curitiba, Paraná'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 20'}","{'home': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png', 'winner': True}, 'away': {'id': 126, 'name': 'Sao Paulo', 'logo': 'https://media.api-sports.io/football/teams/126.png', 'winner': False}}","{'home': 1, 'away': 0}","{'halftime': {'home': 0, 'away': 0}, 'fulltime': {'home': 1, 'away': 0}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
"{'id': 838191, 'referee': 'Braulio da Silva Machado', 'timezone': 'UTC', 'date': '2022-08-07T22:00:00+00:00', 'timestamp': 1659909600, 'periods': {'first': 1659909600, 'second': 1659913200}, 'venue': {'id': 234, 'name': 'Estádio Governador Magalhães Pinto', 'city': 'Belo Horizonte, Minas Gerais'}, 'status': {'long': 'Match Finished', 'short': 'FT', 'elapsed': 90}}","{'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022, 'round': 'Regular Season - 21'}","{'home': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png', 'winner': False}, 'away': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png', 'winner': True}}","{'home': 2, 'away': 3}","{'halftime': {'home': 1, 'away': 0}, 'fulltime': {'home': 2, 'away': 3}, 'extratime': {'home': None, 'away': None}, 'penalty': {'home': None, 'away': None}}"
