id, name, firstname, lastname, age, birth, place, country, nationality, height, weight, injured, photo, team_id, team, team_logo, league_id, league, league_nationality, league_logo, league_nationality_flag, season, apps, lineups, minutes, number, position, rating, captain, subbed_in, subbed_out, bench, shots_total, shots_on, goals_total, goals_conceded, assists, saves, passes_total, passes_key, passes_accuracy, tackles_total, tackles_blocks, tackles_int, duels_total, duels_won, dribbles_att, dribbles_success, dribles_past, fouls_drawn, fouls_commited, cards_y, cards_yr, cards_r, pen_won, pen_commited, pen_scored, pen_missed, pen_saved 
 10502,Luan, Luan Guilherme, de Jesús Vieira,31, 1993-03-27, São José do Rio Preto, Brazil, Brazil, 180 cm, 73 kg, False, https://media.api-sports.io/football/players/10502.png,128,Santos, https://media.api-sports.io/football/teams/128.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 8, 4, 452, None, Attacker, 6.775000, False, 4, 3, 9, 6, 3, 1, 0, 1, None, 246, 6, 27, 5, 3, 1, 58, 26, 11, 5, None, 15, committed: 4, 0, 0, 0, None, None, 0, 0, None
 10569,Fellipe Bastos, Fellipe, Ramos Ignez Bastos,34, 1990-02-01, Rio de Janeiro, Brazil, Brazil, 179 cm, 87 kg, False, https://media.api-sports.io/football/players/10569.png,151,Goias, https://media.api-sports.io/football/teams/151.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 25, 7, 852, None, Midfielder, 6.909523, False, 18, 5, 27, 19, 8, 0, 0, 1, None, 475, 19, 17, 21, 2, 6, 99, 53, 11, 9, None, 13, committed: 22, 10, 0, 1, None, None, 0, 0, None
 51028,N. Hämäläinen, Nicholas Antero, Hämäläinen,27, 1997-03-05, None, Finland, Finland, 178 cm, 73 kg, False, https://media.api-sports.io/football/players/51028.png,120,Botafogo, https://media.api-sports.io/football/teams/120.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 3, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 62102,Wellington Nascimento, Wellington, Ferreira Nascimento,29, 1995-03-01, None, Brazil, Brazil, 190 cm, 85 kg, False, https://media.api-sports.io/football/players/62102.png,145,Avai, https://media.api-sports.io/football/teams/145.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 3, 3, 270, None, Defender, 6.800000, False, 0, 0, 1, 1, None, 0, 0, None, None, 128, 1, 35, 2, 4, 5, 16, 6, 1, None, None, 1, committed: 4, 0, 0, 0, None, None, 0, 0, None
 64364,Dadá Belmonte, Adaílson, Freire Pereira da Silva,27, 1997-02-08, São José do Belmonte, Brazil, Brazil, 166 cm, 59 kg, False, https://media.api-sports.io/football/players/64364.png,151,Goias, https://media.api-sports.io/football/teams/151.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 33, 30, 2521, None, Attacker, 6.680645, False, 3, 16, 3, 33, 11, 2, 0, 6, None, 498, 32, 11, 37, 2, 16, 335, 148, 75, 37, None, 68, committed: 50, 9, 1, 0, None, None, 0, 0, None
 282152,Palacios, Anderson Gustavo, Ribeiro dos Santos,20, 2004-01-21, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/282152.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Midfielder, None, False, 0, 0, 0, None, None, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, None, None, None
 308476,Vitão, Vitor Hugo, Paes do Santo,21, 2003-11-14, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/308476.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 0, None, None, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, None, None, None
 357178,Vitor Hugo, Vitor Hugo, da Silva Gonçalves,20, 2004-02-24, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/357178.png,151,Goias, https://media.api-sports.io/football/teams/151.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 1, 0, 0, None, Attacker, None, False, 1, 0, 3, None, None, 0, 0, None, None, 3, None, 1, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 363328,Léo Rosa, Leonardo, de Medeiros Guimarães Rosa,22, 2002-05-05, Goiânia, Brazil, Brazil, 187 cm, 75 kg, False, https://media.api-sports.io/football/players/363328.png,144,Atletico Goianiense, https://media.api-sports.io/football/teams/144.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Goalkeeper, None, False, 0, 0, 2, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, 0
 370879,Hiago, Hiago, Ribeiro Campelo,24, 2000-03-04, None, Brazil, Brazil, 188 cm, None, False, https://media.api-sports.io/football/players/370879.png,1062,Atletico-MG, https://media.api-sports.io/football/teams/1062.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 12, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 9865,Patric, Patric, Cabral Lalau,35, 1989-03-25, Criciúma, Brazil, Brazil, 172 cm, 79 kg, False, https://media.api-sports.io/football/players/9865.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 30, 18, 1712, None, Defender, 6.673076, False, 12, 5, 18, 9, 4, 0, 0, None, None, 637, 32, 18, 32, 2, 14, 152, 68, 15, 7, None, 13, committed: 26, 6, 0, 0, None, None, 0, 0, None
 10034,Elton, Elton Junior, Melo Ataíde,34, 1990-03-17, Teodoro Sampaio, Brazil, Brazil, 180 cm, 77 kg, False, https://media.api-sports.io/football/players/10034.png,152,Juventude, https://media.api-sports.io/football/teams/152.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 18, 12, 1165, None, Midfielder, 6.856250, False, 6, 9, 8, 6, 1, 0, 0, 1, None, 504, 10, 28, 30, 5, 19, 103, 55, 6, 3, None, 7, committed: 24, 5, 0, 0, None, None, 0, 0, None
 10142,Marcelo Cirino, Marcelo, Cirino da Silva,32, 1992-01-22, Maringá, Brazil, Brazil, 183 cm, 79 kg, False, https://media.api-sports.io/football/players/10142.png,134,Atletico Paranaense, https://media.api-sports.io/football/teams/134.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 11, 6, 473, None, Attacker, 6.555555, False, 5, 6, 5, 2, 1, 0, 0, None, None, 65, 3, 5, 5, None, 3, 48, 17, 5, 1, None, 4, committed: 5, 1, 0, 0, None, None, 0, 0, None
 10315,Yuri, Yuri, Oliveira Lima,30, 1994-08-05, São Paulo, Brazil, Brazil, 182 cm, 78 kg, False, https://media.api-sports.io/football/players/10315.png,152,Juventude, https://media.api-sports.io/football/teams/152.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 22, 19, 1522, None, Midfielder, 6.642857, False, 3, 9, 7, 13, 6, 0, 0, None, None, 803, 14, 32, 29, 6, 21, 156, 63, 12, 10, None, 11, committed: 40, 6, 0, 1, None, None, 0, 0, None
 10359,L. Barcía, Leandro, Barcía Montero,32, 1992-10-08, Florida, Uruguay, Uruguay, 173 cm, 71 kg, False, https://media.api-sports.io/football/players/10359.png,144,Atletico Goianiense, https://media.api-sports.io/football/teams/144.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 1, 0, 26, None, Attacker, 6.300000, False, 1, 0, 4, None, None, 0, 0, None, None, 4, None, 2, 2, None, 2, 5, 2, None, None, None, None, committed: 1, 0, 0, 0, None, None, 0, 0, None
 10380,William Klaus, William, Klaus,30, 1994-01-11, Dois Irmãos, Brazil, Brazil, 187 cm, 79 kg, False, https://media.api-sports.io/football/players/10380.png,144,Atletico Goianiense, https://media.api-sports.io/football/teams/144.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 9, 5, 537, None, Defender, 6.677777, False, 4, 0, 12, 5, None, 0, 0, None, None, 303, 1, 33, 5, 2, 10, 41, 25, None, None, None, 2, committed: 6, 1, 0, 0, None, None, 0, 0, None
 10394,Matheus Galdezani, Matheus, Galdezani,32, 1992-03-13, Limeira, Brazil, Brazil, 179 cm, 73 kg, False, https://media.api-sports.io/football/players/10394.png,145,Avai, https://media.api-sports.io/football/teams/145.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 6, 3, 291, None, Midfielder, 6.783333, False, 3, 3, 7, 1, None, 0, 0, None, None, 137, 3, 21, 12, 2, 6, 50, 24, 13, 7, None, 4, committed: 10, 3, 0, 0, None, None, 0, 0, None
 10480,Bruno Cortez, Bruno, Cortês Barbosa,37, 1987-03-11, Rio de Janeiro, Brazil, Brazil, 178 cm, 80 kg, False, https://media.api-sports.io/football/players/10480.png,145,Avai, https://media.api-sports.io/football/teams/145.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 27, 27, 2430, None, Defender, 6.656521, False, 0, 0, 0, 5, 1, 0, 0, None, None, 1042, 9, 37, 40, 8, 9, 197, 111, 47, 31, None, 23, committed: 17, 7, 0, 0, None, None, 0, 0, None
 10511,Glédson, Glédson, Ribeiro dos Santos,41, 1983-02-06, Almenara, Brazil, Brazil, 192 cm, 88 kg, False, https://media.api-sports.io/football/players/10511.png,145,Avai, https://media.api-sports.io/football/teams/145.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 5, 5, 450, None, Goalkeeper, 6.660000, False, 0, 0, 33, None, None, 0, 7, None, 11, 105, None, 15, None, None, None, 5, 4, 1, 1, None, 3, committed: None, 2, 0, 0, None, None, 0, 0, 2
 11840,Á. Henríquez, Ángelo José, Henríquez Iturra,30, 1994-04-13, Santiago de Chile, Chile, Chile, 180 cm, 71 kg, False, https://media.api-sports.io/football/players/11840.png,154,Fortaleza EC, https://media.api-sports.io/football/teams/154.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Attacker, None, False, 0, 0, 5, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 12719,Paulinho, José Paulo, Bezzera Maciel Júnior,36, 1988-07-25, São Paulo, Brazil, Brazil, 181 cm, 81 kg, False, https://media.api-sports.io/football/players/12719.png,131,Corinthians, https://media.api-sports.io/football/teams/131.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 3, 3, 164, None, Midfielder, 6.800000, False, 0, 2, 1, None, None, 1, 0, None, None, 64, None, 30, 2, 1, None, 17, 8, 4, 4, None, 1, committed: 2, 0, 0, 0, None, None, 0, 0, None
 13302,J. Ramírez, Juan Pablo, Ramírez Velásquez,27, 1997-11-23, Medellín, Colombia, Colombia, 182 cm, 80 kg, False, https://media.api-sports.io/football/players/13302.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 16, 2, 390, None, Midfielder, 6.569230, False, 14, 2, 23, 4, 3, 1, 0, 1, None, 129, 5, 7, 7, None, 5, 64, 30, 20, 11, None, 9, committed: 10, 3, 0, 0, None, None, 0, 0, None
 14390,Raul Gustavo, Raul Gustavo, Pereira Bicalho,25, 1999-04-24, Pedro Leopoldo, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/14390.png,131,Corinthians, https://media.api-sports.io/football/teams/131.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 20, 18, 1682, None, Defender, 6.946666, False, 2, 0, 10, 6, 3, 2, 0, 1, None, 778, 2, 43, 19, 6, 27, 104, 61, 5, 3, None, 13, committed: 15, 3, 0, 0, None, None, 0, 0, None
 16552,B. Angulo, Bryan Dennis, Angulo Tenorio,29, 1995-11-30, Guayas, Ecuador, Ecuador, 182 cm, 80 kg, False, https://media.api-sports.io/football/players/16552.png,128,Santos, https://media.api-sports.io/football/teams/128.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 16, 5, 471, None, Attacker, 6.625000, False, 11, 4, 22, 5, 3, 2, 0, 1, None, 95, 5, 5, 2, None, 1, 45, 17, 2, 1, None, 7, committed: 2, 0, 0, 0, None, None, 0, 0, None
 119779,Allanzinho, Allan Victor, Oliveira Mota,24, 2000-04-04, Bertioga, Brazil, Brazil, 175 cm, 66 kg, False, https://media.api-sports.io/football/players/119779.png,128,Santos, https://media.api-sports.io/football/teams/128.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Midfielder, None, False, 0, 0, 0, None, None, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, None, None, None
 179577,Nathan Palafoz, Nathan, Palafoz de Sousa,25, 1999-08-04, Rio de Janeiro, Brazil, Brazil, 187 cm, 83 kg, False, https://media.api-sports.io/football/players/179577.png,145,Avai, https://media.api-sports.io/football/teams/145.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 7, 0, 90, None, Attacker, 6.485714, False, 7, 0, 15, 1, None, 0, 0, None, None, 21, None, 3, 3, None, None, 17, 8, None, None, None, None, committed: 1, 0, 0, 0, None, None, 0, 0, None
 196312,Rikelmi, Rikelmi Valentim, dos Santos,23, 2001-08-14, São Paulo, Brazil, Brazil, 160 cm, 63 kg, False, https://media.api-sports.io/football/players/196312.png,120,Botafogo, https://media.api-sports.io/football/teams/120.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 1, 0, 2, None, Attacker, None, False, 1, 0, 11, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 306665,Jean Carlos, Jean Carlos, Albino Bonora,22, 2002-11-13, São José do Rio Preto, Brazil, Brazil, 178 cm, 74 kg, False, https://media.api-sports.io/football/players/306665.png,144,Atletico Goianiense, https://media.api-sports.io/football/teams/144.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Attacker, None, False, 0, 0, 2, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 317092,Lucas Ramires, Lucas, Pereira Ramires Constante,22, 2002-04-27, Três Cachoeiras, Brazil, Brazil, 193 cm, None, False, https://media.api-sports.io/football/players/317092.png,152,Juventude, https://media.api-sports.io/football/teams/152.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 1, 0, 24, None, Defender, 5.300000, False, 1, 0, 11, None, None, 0, 0, None, None, 12, None, 8, None, None, None, 1, 1, None, None, None, None, committed: 1, 1, 0, 0, None, None, 0, 0, None
 363319,Nathan Camargo, Nathan, Camargo dos Santos,19, 2005-07-25, None, Brazil, Brazil, None, None, False, https://media.api-sports.io/football/players/363319.png,794,RB Bragantino, https://media.api-sports.io/football/teams/794.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 5, 0, 65, None, Midfielder, 6.500000, False, 5, 0, 13, None, None, 0, 0, None, None, 29, None, 6, 6, None, 2, 19, 7, 1, None, None, 1, committed: 4, 1, 0, 0, None, None, 0, 0, None
 1054,Renan, Renan, dos Santos,35, 1989-05-18, Rio de Janeiro, Brazil, Brazil, 189 cm, 87 kg, False, https://media.api-sports.io/football/players/1054.png,144,Atletico Goianiense, https://media.api-sports.io/football/teams/144.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 16, 16, 1440, None, Goalkeeper, 7.181250, False, 0, 0, 13, None, None, 0, 23, None, 66, 338, 1, 15, None, None, None, 9, 7, None, None, None, 3, committed: None, 2, 0, 0, None, None, 0, 0, 0
 2294,Willian, Willian, Borges da Silva,36, 1988-08-09, Ribeirão Pires, Brazil, Brazil, 175 cm, 77 kg, False, https://media.api-sports.io/football/players/2294.png,131,Corinthians, https://media.api-sports.io/football/teams/131.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 14, 10, 832, None, Attacker, 6.945454, False, 4, 9, 4, 7, 4, 0, 0, None, None, 281, 13, 21, 6, None, 5, 87, 58, 38, 27, None, 20, committed: 5, 1, 0, 0, None, None, 0, 0, None
 2485,L. Orejuela, Luis Manuel, Orejuela García,29, 1995-08-20, Cali, Colombia, Colombia, 180 cm, 71 kg, False, https://media.api-sports.io/football/players/2485.png,134,Atletico Paranaense, https://media.api-sports.io/football/teams/134.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 15, 15, 1176, None, Defender, 6.713333, False, 0, 9, 14, 3, 1, 1, 0, 1, None, 368, 7, 19, 25, 2, 11, 142, 76, 21, 12, None, 19, committed: 17, 1, 0, 0, None, None, 0, 0, None
 6094,M. Benítez, Martín Nicolás, Benítez,30, 1994-06-17, Posadas, Argentina, Argentina, 173 cm, 72 kg, False, https://media.api-sports.io/football/players/6094.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 15, 7, 753, None, Midfielder, 7.093333, False, 8, 6, 9, 19, 11, 1, 0, 3, None, 408, 28, 20, 7, 1, 4, 100, 57, 30, 19, None, 24, committed: 7, 2, 0, 0, None, None, 0, 1, None
 9259,Alê, Alexandre, Egea,34, 1990-06-06, Jacareí, Brazil, Brazil, 184 cm, 74 kg, False, https://media.api-sports.io/football/players/9259.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 28, 24, 1936, None, Midfielder, 6.746153, False, 4, 10, 4, 14, 5, 2, 0, 1, None, 970, 18, 32, 44, 5, 25, 230, 123, 23, 13, None, 42, committed: 41, 2, 0, 1, None, None, 0, 0, None
 9556,Luan Polli, Luan, Polli Gomes,31, 1993-04-06, Meleiro, Brazil, Brazil, 189 cm, 86 kg, False, https://media.api-sports.io/football/players/9556.png,154,Fortaleza EC, https://media.api-sports.io/football/teams/154.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Goalkeeper, 6.550000, False, 0, 0, 2, None, None, 0, 5, None, 6, 48, None, 18, None, None, None, 3, 3, None, None, None, 1, committed: None, 0, 0, 0, None, None, 0, 0, 0
 9660,Vinícius, Vinícius, Santos Silva,31, 1993-08-03, São Paulo, Brazil, Brazil, 180 cm, 81 kg, False, https://media.api-sports.io/football/players/9660.png,151,Goias, https://media.api-sports.io/football/teams/151.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 25, 22, 1957, None, Attacker, 6.830434, False, 3, 11, 3, 22, 10, 2, 0, 4, None, 441, 37, 13, 16, 5, 13, 171, 74, 64, 28, None, 15, committed: 18, 1, 0, 0, None, None, 0, 0, None
 9842,Juninho, Adílson, dos Anjos Oliveira,37, 1987-10-23, Goiânia, Brazil, Brazil, 173 cm, 66 kg, False, https://media.api-sports.io/football/players/9842.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 35, 35, 3107, None, Midfielder, 6.945161, False, 0, 4, 0, 18, 12, 5, 0, 6, None, 962, 44, 22, 40, 11, 24, 292, 125, 57, 30, None, 34, committed: 29, 5, 0, 0, None, None, 0, 0, None
 9852,Felipe Azevedo, Felipe, Azevedo dos Santos,37, 1987-01-10, Ubatuba, Brazil, Brazil, 174 cm, 82 kg, False, https://media.api-sports.io/football/players/9852.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 36, 30, 2290, None, Attacker, 6.709375, False, 6, 25, 7, 43, 19, 4, 0, 2, None, 698, 33, 15, 35, 2, 14, 291, 133, 55, 26, None, 30, committed: 32, 2, 1, 0, None, None, 0, 0, None
 32906,Jô, João, Alves de Assis Silva,37, 1987-03-20, São Paulo, Brazil, Brazil, 189 cm, 86 kg, False, https://media.api-sports.io/football/players/32906.png,129,Ceara, https://media.api-sports.io/football/teams/129.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 11, 9, 788, None, Attacker, 6.854545, False, 2, 5, 3, 16, 9, 2, 0, None, None, 184, 12, 11, 2, 1, 2, 94, 55, 3, 3, None, 10, committed: 14, 1, 0, 1, None, None, 0, 1, None
 41495,Philipe Sampaio, Philipe, Sampaio Azevedo,30, 1994-11-11, São Paulo, Brazil, Brazil, 191 cm, 83 kg, False, https://media.api-sports.io/football/players/41495.png,120,Botafogo, https://media.api-sports.io/football/teams/120.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 16, 14, 1127, None, Defender, 6.963636, False, 2, 1, 13, 2, None, 0, 0, None, None, 576, None, 45, 11, 10, 27, 90, 50, 7, 3, None, 6, committed: 17, 3, 1, 1, None, None, 0, 0, None
 64001,Flávio, Luiz Flávio, Silverio Silva,24, 2000-06-15, Salinas, Brazil, Brazil, 180 cm, 78 kg, False, https://media.api-sports.io/football/players/64001.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 2, 0, 25, None, Midfielder, 6.700000, False, 2, 0, 11, 1, None, 0, 0, None, None, 7, None, 5, None, None, None, 1, 1, None, None, None, 1, committed: None, 0, 0, 0, None, None, 0, 0, None
 64368,Ygor Nogueira, Ygor, Nogueira de Paula,29, 1995-03-27, Itaperuna, Brazil, Brazil, 187 cm, 77 kg, False, https://media.api-sports.io/football/players/64368.png,152,Juventude, https://media.api-sports.io/football/teams/152.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 5, 5, 450, None, Defender, 6.760000, False, 0, 0, 11, 1, 1, 0, 0, None, None, 224, 1, 37, 10, 2, 9, 35, 24, 1, 1, None, 3, committed: 3, 1, 0, 0, None, None, 0, 0, None
 103121,J. Montes, Jacob Christian, Montes Hoff,26, 1998-10-20, Lake Worth, USA, Nicaragua, 178 cm, 68 kg, False, https://media.api-sports.io/football/players/103121.png,120,Botafogo, https://media.api-sports.io/football/teams/120.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 3, 0, 83, None, Midfielder, 6.550000, False, 3, 0, 9, None, None, 0, 0, None, None, 25, 3, 7, 2, 1, 1, 8, 4, 2, 1, None, 1, committed: None, 0, 0, 0, None, None, 0, 0, None
 137607,Mikael, Mikael Filipe, Viana de Sousa,25, 1999-05-28, Bacabal, Brazil, Brazil, 184 cm, 95 kg, False, https://media.api-sports.io/football/players/137607.png,119,Internacional, https://media.api-sports.io/football/teams/119.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Attacker, None, False, 0, 0, 3, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 197322,Romildo Del Pi, Romildo, Del Pi de Souza,24, 2000-04-12, São José dos Campos, Brazil, Brazil, 183 cm, 74 kg, False, https://media.api-sports.io/football/players/197322.png,120,Botafogo, https://media.api-sports.io/football/teams/120.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 14, 3, 501, None, Midfielder, 6.654545, False, 11, 3, 19, 2, 2, 1, 0, None, None, 164, 6, 11, 21, 2, 6, 81, 38, 6, 2, None, 11, committed: 11, 3, 0, 0, None, None, 0, 0, None
 269419,Gustavinho, Gustavo César, Mendonça Gravino,23, 2001-10-29, None, Brazil, Brazil, 175 cm, 61 kg, False, https://media.api-sports.io/football/players/269419.png,125,America Mineiro, https://media.api-sports.io/football/teams/125.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 10, 6, 394, None, Midfielder, 6.712500, False, 4, 6, 17, 2, 1, 0, 0, None, None, 118, 1, 10, 12, None, 3, 54, 28, 10, 7, None, 7, committed: 5, 2, 0, 0, None, None, 0, 0, None
 305811,Marcos Pedro, Marcos Pedro, Braga Maciel,23, 2001-12-01, None, Brazil, Brazil, 173 cm, 67 kg, False, https://media.api-sports.io/football/players/305811.png,124,Fluminense, https://media.api-sports.io/football/teams/124.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 1, None, None, 0, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, 0, 0, None
 330130,João Maranini, João Victor, Araújo Maranini,22, 2002-07-20, None, Brazil, Brazil, 188 cm, None, False, https://media.api-sports.io/football/players/330130.png,1193,Cuiaba, https://media.api-sports.io/football/teams/1193.png, 71,Serie A, Brazil, https://media.api-sports.io/football/leagues/71.png, https://media.api-sports.io/flags/br.svg, 2022, 0, 0, 0, None, Defender, None, False, 0, 0, 0, None, None, 0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, committed: None, 0, 0, 0, None, None, None, None, None
